area_type,bath,balcony,price,bhk,has_society,society_freq,availability_group,location_grouped,location_target_enc,total_sqft
Built-up  Area,2.0,2.0,43.59,3.0,0,0.0,Ready To Move,babusapalaya,53.1004,1453.0
Super built-up  Area,2.0,3.0,160.0,2.0,1,4.0,Ready To Move,Other,226.0,1550.0
Built-up  Area,3.0,2.0,95.0,3.0,1,23.0,Ready To Move,akshaya nagar,85.35081967213114,1666.0
Plot  Area,4.0,2.0,160.0,4.0,0,0.0,Ready To Move,akshaya nagar,85.35081967213114,1410.0
Plot  Area,5.0,3.0,800.0,4.0,1,2.0,Q1 Possession,yelahanka,86.26330952380954,4025.0
Super built-up  Area,3.0,3.0,91.0,3.0,1,2.0,Ready To Move,Other,102.57142857142857,1845.0
Super built-up  Area,3.0,3.0,52.0,3.0,1,1.0,Ready To Move,Other,78.74,1676.0
Super built-up  Area,2.0,1.0,63.0,2.0,1,2.0,Q4 Possession,uttarahalli,63.26853503184713,1137.0
Super built-up  Area,2.0,1.0,70.5,3.0,1,52.0,Ready To Move,electronic city,55.482145328719724,1360.0
Super built-up  Area,2.0,2.0,70.0,3.0,1,1.0,Ready To Move,Other,185.92857142857142,1374.0
Built-up  Area,3.0,2.0,155.0,3.0,0,0.0,Ready To Move,Other,206.45749999999998,1700.0
Plot  Area,5.0,0.0,250.0,5.0,0,0.0,Ready To Move,whitefield,129.65500954198475,3227.0
Super built-up  Area,4.0,2.0,125.0,4.0,1,1.0,Ready To Move,Other,126.33333333333333,2145.0
Plot  Area,6.0,3.0,600.0,4.0,0,0.0,Ready To Move,koramangala,205.215,2400.0
Super built-up  Area,3.0,2.0,151.0,3.0,0,0.0,Q2 Possession,kasavanhalli,116.52607594936708,2170.0
Built-up  Area,2.0,1.0,55.0,2.0,0,0.0,Ready To Move,Other,176.28571428571428,1080.0
Built-up  Area,3.0,3.0,100.0,3.0,1,9.0,Ready To Move,electronic city phase ii,48.68390625,1790.0
Super built-up  Area,1.0,1.0,17.0,1.0,0,0.0,Ready To Move,doddathoguru,44.323793103448274,550.0
Built-up  Area,2.0,2.0,48.0,2.0,1,1.0,Ready To Move,somasundara palya,75.48518518518519,1033.0
Built-up  Area,2.0,1.0,80.0,2.0,0,0.0,Ready To Move,Other,139.0,1000.0
Super built-up  Area,6.0,2.0,280.0,4.0,1,10.0,Q4 Possession,binny pete,148.8055,2940.0
Super built-up  Area,2.0,2.0,52.6,2.0,1,4.0,Ready To Move,Other,60.65,1240.0
Plot  Area,5.0,1.0,450.0,5.0,0,0.0,Ready To Move,Other,127.96875,1650.0
Built-up  Area,2.0,0.0,97.0,3.0,1,1.0,Q2 Possession,Other,204.85714285714286,1500.0
Super built-up  Area,3.0,3.0,139.0,3.0,1,12.0,Ready To Move,marathahalli,102.42970414201183,1730.0
Super built-up  Area,3.0,3.0,80.0,3.0,0,0.0,Ready To Move,kasavanhalli,116.52607594936708,1915.0
Super built-up  Area,3.0,2.0,79.0,3.0,1,2.0,Ready To Move,whitefield,129.65500954198475,1545.0
Super built-up  Area,4.0,2.0,140.0,3.0,0,0.0,Q1 Possession,Other,107.5,1865.0
Super built-up  Area,2.0,2.0,40.0,2.0,0,0.0,Ready To Move,hebbal kempapura,197.33333333333334,1150.0
Super built-up  Area,2.0,2.0,49.0,2.0,0,0.0,Q3 Possession,Other,199.5,1200.0
Built-up  Area,2.0,2.0,40.0,2.0,0,0.0,Ready To Move,kengeri,61.44150684931506,963.0
Plot  Area,3.0,1.0,120.0,3.0,1,4.0,Ready To Move,Other,69.4,1200.0
Super built-up  Area,4.0,3.0,260.0,4.0,0,0.0,Ready To Move,basavangudi,180.6290322580645,2600.0
Built-up  Area,4.0,2.0,108.0,4.0,1,5.0,Ready To Move,Other,78.10588235294118,1700.0
Super built-up  Area,3.0,1.0,120.0,3.0,1,22.0,Ready To Move,lingadheeranahalli,115.34826086956522,1682.0
Built-up  Area,2.0,2.0,65.0,3.0,1,9.0,Ready To Move,yelahanka,86.26330952380954,1371.0
Super built-up  Area,2.0,1.0,49.5,2.0,0,0.0,Q1 Possession,hennur road,103.92855704697986,901.0
Plot  Area,7.0,0.0,73.0,7.0,0,0.0,Ready To Move,Other,66.66666666666667,600.0
Super built-up  Area,3.0,1.0,120.0,3.0,1,3.0,Ready To Move,ambalipura,104.03192307692308,1730.0
Plot  Area,4.0,0.0,125.0,4.0,0,0.0,Ready To Move,Other,189.23076923076923,1200.0
Super built-up  Area,3.0,3.0,102.0,3.0,1,2.0,Ready To Move,epip zone,134.86260869565217,1500.0
Super built-up  Area,6.0,2.0,280.0,4.0,1,12.0,Ready To Move,sarjapur  road,120.91663588390502,3785.0
Built-up  Area,4.0,2.0,245.0,4.0,0,0.0,Ready To Move,Other,140.66666666666666,3500.0
Carpet  Area,2.0,1.0,59.86,2.0,1,1.0,Ready To Move,Other,72.76222222222222,1203.0
Super built-up  Area,2.0,2.0,54.0,2.0,0,0.0,Ready To Move,horamavu banaswadi,67.32,1357.0
Super built-up  Area,3.0,2.0,76.0,3.0,1,1.0,Ready To Move,Other,74.0,1600.0
Built-up  Area,1.0,1.0,13.5,1.0,1,16.0,Ready To Move,yelahanka new town,83.86585365853658,350.0
Super built-up  Area,3.0,1.0,53.0,3.0,1,3.0,Ready To Move,varthur,69.75897058823529,1665.0
Plot  Area,3.0,3.0,200.0,3.0,0,0.0,Ready To Move,ramamurthy nagar,86.1576388888889,1400.0
Super built-up  Area,1.0,1.0,46.95,1.0,0,0.0,Ready To Move,sarjapur  road,120.91663588390502,835.0
Plot  Area,3.0,2.0,160.0,2.0,0,0.0,Ready To Move,Other,133.75625,815.0
Super built-up  Area,2.0,1.0,80.0,3.0,1,10.0,Ready To Move,haralur road,96.60401960784314,1444.0
Super built-up  Area,2.0,2.0,55.0,2.0,0,0.0,Ready To Move,kanakapura,59.73448717948718,1277.0
Super built-up  Area,3.0,1.0,94.71,3.0,1,22.0,Ready To Move,lingadheeranahalli,115.34826086956522,1521.0
Super built-up  Area,2.0,1.0,40.0,2.0,0,0.0,Ready To Move,Other,55.726,1134.0
Super built-up  Area,2.0,1.0,34.82,2.0,0,0.0,Ready To Move,Other,43.205,995.0
Super built-up  Area,5.0,2.0,157.0,3.0,1,17.0,Ready To Move,old madras road,123.05686567164179,2760.0
Built-up  Area,1.0,1.0,92.0,2.0,1,17.0,Ready To Move,marathahalli,102.42970414201183,1325.0
Built-up  Area,6.0,2.0,150.0,6.0,0,0.0,Ready To Move,kothanur,95.790625,4000.0
Built-up  Area,3.0,2.0,90.0,3.0,0,0.0,Ready To Move,marathahalli,102.42970414201183,1525.0
Super built-up  Area,2.0,2.0,73.0,3.0,0,0.0,Q4 Possession,Other,54.582499999999996,1320.0
Super built-up  Area,1.0,1.0,23.0,1.0,1,1.0,Ready To Move,electronics city phase 1,55.10181818181818,650.0
Built-up  Area,2.0,1.0,167.0,3.0,0,0.0,Ready To Move,old airport road,181.74655172413793,1858.0
Super built-up  Area,2.0,1.0,38.0,2.0,0,0.0,Q3 Possession,electronic city,55.482145328719724,1150.0
Super built-up  Area,2.0,1.0,40.0,2.0,1,9.0,Ready To Move,electronic city phase ii,48.68390625,769.0
Super built-up  Area,3.0,2.0,105.0,3.0,1,48.0,Ready To Move,electronic city,55.482145328719724,1571.0
Super built-up  Area,3.0,1.0,86.56,3.0,1,10.0,Ready To Move,hennur road,103.92855704697986,1445.0
Super built-up  Area,2.0,2.0,135.0,3.0,1,8.0,Ready To Move,hosur road,92.79844444444446,1590.0
Super built-up  Area,2.0,2.0,49.0,2.0,1,1.0,Ready To Move,bommasandra,50.35054054054054,902.0
Plot  Area,3.0,1.0,140.0,3.0,0,0.0,Q1 Possession,sarjapur,94.40676829268293,2238.0
Built-up  Area,2.0,1.0,31.49,2.0,0,0.0,Q4 Possession,electronic city,55.482145328719724,1090.0
Built-up  Area,3.0,3.0,82.0,3.0,1,5.0,Ready To Move,yelahanka,86.26330952380954,1712.0
Built-up  Area,2.0,1.0,68.0,2.0,0,0.0,Ready To Move,haralur road,96.60401960784314,1088.0
Super built-up  Area,3.0,3.0,63.1,3.0,0,0.0,Ready To Move,somasundara palya,75.48518518518519,1575.0
Plot  Area,6.0,3.0,205.0,6.0,0,0.0,Ready To Move,Other,130.0,2150.0
Super built-up  Area,3.0,2.0,150.0,3.0,1,6.0,Ready To Move,kundalahalli,133.25891304347826,1920.0
Plot  Area,2.0,0.0,57.0,2.0,0,0.0,Ready To Move,margondanahalli,66.2904,1000.0
Super built-up  Area,2.0,2.0,56.1,2.0,0,0.0,Q4 Possession,Other,73.57444444444444,1100.0
Super built-up  Area,2.0,2.0,45.0,2.0,1,2.0,Ready To Move,electronic city,55.482145328719724,1089.0
Built-up  Area,2.0,1.0,43.09,2.0,1,3.0,Ready To Move,horamavu agara,54.119268292682925,1106.0
Super built-up  Area,2.0,2.0,37.0,2.0,0,0.0,Q4 Possession,kengeri,61.44150684931506,927.0
Super built-up  Area,2.0,2.0,58.0,2.0,1,27.0,Ready To Move,kanakpura road,71.84865461847389,1339.0
Built-up  Area,1.0,1.0,45.69,1.0,1,34.0,Q4 Possession,thanisandra,82.59086206896552,923.0
Plot  Area,3.0,2.0,285.0,3.0,0,0.0,Q3 Possession,sarjapur  road,120.91663588390502,2900.0
Super built-up  Area,2.0,2.0,75.0,2.0,1,27.0,Ready To Move,lakshminarayana pura,97.13888888888889,1175.0
Built-up  Area,2.0,1.0,55.0,2.0,1,3.0,Ready To Move,thubarahalli,90.685,975.0
Super built-up  Area,4.0,1.0,180.0,3.0,1,3.0,Ready To Move,hebbal,164.6091304347826,2400.0
Super built-up  Area,3.0,2.0,72.0,3.0,1,10.0,Ready To Move,subramanyapura,67.14750000000001,1330.0
Super built-up  Area,2.0,1.0,59.74,2.0,1,34.0,Q4 Possession,thanisandra,82.59086206896552,1183.0
Super built-up  Area,3.0,2.0,133.0,3.0,0,0.0,Ready To Move,harlur,110.74233766233766,1758.0
Plot  Area,3.0,2.0,265.0,3.0,0,0.0,Ready To Move,nagarbhavi,117.20333333333333,1200.0
Plot  Area,4.0,2.0,110.0,3.0,0,0.0,Ready To Move,Other,100.5,600.0
Built-up  Area,2.0,2.0,50.0,2.0,1,1.0,Ready To Move,Other,67.26315789473684,1100.0
Super built-up  Area,2.0,2.0,46.8,2.0,1,7.0,Q4 Possession,ramamurthy nagar,86.1576388888889,1170.0
Built-up  Area,5.0,2.0,120.0,5.0,0,0.0,Ready To Move,Other,120.0,2400.0
Super built-up  Area,3.0,3.0,51.77,3.0,1,68.0,Ready To Move,raja rajeshwari nagar,66.0819496855346,1530.0
Built-up  Area,2.0,2.0,107.0,2.0,1,12.0,Q4 Possession,hebbal,164.6091304347826,1420.0
Plot  Area,4.0,2.0,300.0,4.0,0,0.0,Ready To Move,Other,300.0,1200.0
Plot  Area,6.0,3.0,160.0,6.0,0,0.0,Ready To Move,7th phase jp nagar,104.03466666666667,1045.0
Super built-up  Area,3.0,1.0,115.0,3.0,1,10.0,Q1 Possession,kanakpura road,71.84865461847389,1591.0
Plot  Area,3.0,1.0,52.0,2.0,0,0.0,Ready To Move,Other,73.99666666666667,675.0
Super built-up  Area,2.0,1.0,57.63,2.0,1,13.0,Q4 Possession,hoodi,91.65022727272728,1055.0
Super built-up  Area,3.0,2.0,129.0,3.0,1,1.0,Ready To Move,iblur village,227.3913043478261,1918.0
Super built-up  Area,2.0,1.0,76.0,2.0,1,1.0,Q1 Possession,sarjapur  road,120.91663588390502,1280.0
Super built-up  Area,3.0,3.0,66.0,3.0,1,1.0,Ready To Move,nagarbhavi,117.20333333333333,1560.0
Super built-up  Area,2.0,2.0,49.5,2.0,1,7.0,Ready To Move,sarjapur  road,120.91663588390502,1145.0
Super built-up  Area,3.0,2.0,139.0,3.0,0,0.0,Ready To Move,Other,139.0,1801.0
Plot  Area,5.0,3.0,120.0,5.0,0,0.0,Ready To Move,seegehalli,136.7416,1200.0
Super built-up  Area,3.0,2.0,288.0,2.0,1,26.0,Ready To Move,rajaji nagar,327.69308411214956,1718.0
Super built-up  Area,3.0,2.0,54.65,3.0,1,6.0,Q2 Possession,whitefield,129.65500954198475,1306.0
Super built-up  Area,2.0,1.0,92.0,2.0,1,20.0,Q2 Possession,hebbal,164.6091304347826,1320.0
Built-up  Area,2.0,2.0,65.0,3.0,0,0.0,Ready To Move,Other,65.0,1350.0
Built-up  Area,4.0,2.0,324.0,4.0,0,0.0,Ready To Move,Other,324.0,2990.0
Built-up  Area,5.0,3.0,300.0,4.0,1,1.0,Ready To Move,Other,120.8157894736842,3800.0
Super built-up  Area,2.0,1.0,42.0,3.0,1,8.0,Ready To Move,bannerghatta road,98.6713422818792,1344.0
Super built-up  Area,3.0,2.0,100.0,3.0,0,0.0,Ready To Move,bannerghatta road,98.6713422818792,1893.0
Super built-up  Area,2.0,1.0,43.0,3.0,0,0.0,Ready To Move,chandapura,36.56774390243902,1107.0
Plot  Area,10.0,2.0,180.0,9.0,0,0.0,Ready To Move,r.t. nagar,138.30555555555554,1200.0
Super built-up  Area,2.0,1.0,75.0,2.0,1,27.0,Ready To Move,lakshminarayana pura,97.13888888888889,1190.0
Built-up  Area,2.0,1.0,35.0,2.0,1,3.0,Ready To Move,whitefield,129.65500954198475,1000.0
Plot  Area,2.0,1.0,160.0,2.0,1,1.0,Ready To Move,Other,160.0,2400.0
Super built-up  Area,2.0,1.0,48.5,2.0,1,2.0,Ready To Move,kumaraswami layout,115.71666666666667,1000.0
Super built-up  Area,3.0,2.0,155.0,3.0,1,8.0,Ready To Move,jalahalli,95.76438775510204,2113.0
Built-up  Area,2.0,1.0,46.0,2.0,0,0.0,Ready To Move,kr puram,84.62961538461539,1100.0
Plot  Area,4.0,1.0,160.0,5.0,0,0.0,Ready To Move,Other,86.025625,1200.0
Super built-up  Area,4.0,2.0,120.0,4.0,1,2.0,Ready To Move,harlur,110.74233766233766,1884.0
Super built-up  Area,2.0,1.0,40.0,2.0,1,3.0,Ready To Move,electronic city,55.482145328719724,1110.0
Super built-up  Area,2.0,2.0,43.0,2.0,1,6.0,Ready To Move,kudlu,59.363076923076925,1027.0
Super built-up  Area,3.0,2.0,40.0,3.0,0,0.0,Q2 Possession,Other,95.5,1250.0
Built-up  Area,3.0,0.0,62.0,3.0,0,0.0,Ready To Move,sarjapur  road,120.91663588390502,1470.0
Built-up  Area,2.0,1.0,75.0,2.0,0,0.0,Q2 Possession,Other,87.44444444444444,1150.0
Plot  Area,3.0,2.0,165.0,3.0,1,1.0,Ready To Move,Other,110.0,1200.0
Super built-up  Area,1.0,1.0,52.0,1.0,1,8.0,Q3 Possession,kudlu gate,83.4677027027027,703.0
Super built-up  Area,2.0,2.0,62.0,3.0,0,0.0,Ready To Move,Other,62.0,1400.0
Super built-up  Area,2.0,2.0,51.0,2.0,1,3.0,Ready To Move,bellandur,92.00365591397849,1195.0
Super built-up  Area,2.0,1.0,69.1,2.0,1,2.0,Ready To Move,Other,87.228,1302.0
Super built-up  Area,3.0,1.0,74.4,3.0,1,12.0,Q3 Possession,begur road,59.920405405405404,1583.0
Super built-up  Area,2.0,3.0,60.0,3.0,1,4.0,Ready To Move,Other,60.65,1488.0
Plot  Area,5.0,2.0,85.0,4.0,0,0.0,Ready To Move,Other,122.5,600.0
Super built-up  Area,2.0,2.0,34.63,3.0,1,4.0,Q3 Possession,kammasandra,38.054482758620686,1385.0
Super built-up  Area,4.0,2.0,260.0,4.0,0,0.0,Ready To Move,whitefield,129.65500954198475,3262.0
Built-up  Area,3.0,2.0,104.0,3.0,1,48.0,Q1 Possession,electronic city,55.482145328719724,1600.0
Super built-up  Area,2.0,1.0,90.0,2.0,1,1.0,Ready To Move,old airport road,181.74655172413793,1150.0
Plot  Area,9.0,2.0,166.0,9.0,0,0.0,Ready To Move,Other,188.0,4500.0
Super built-up  Area,2.0,1.0,78.0,2.0,0,0.0,Ready To Move,sarjapur  road,120.91663588390502,1263.0
Plot  Area,8.0,2.0,110.0,7.0,0,0.0,Ready To Move,kr puram,84.62961538461539,1200.0
Super built-up  Area,2.0,2.0,85.0,2.0,1,3.0,Q2 Possession,kanakpura road,71.84865461847389,1299.0
Super built-up  Area,2.0,1.0,78.0,2.0,0,0.0,Ready To Move,banashankari,111.9226388888889,1330.0
Super built-up  Area,2.0,2.0,52.43,3.0,1,9.0,Q2 Possession,devanahalli,119.83911111111112,1282.0
Built-up  Area,3.0,2.0,82.0,3.0,0,0.0,Ready To Move,Other,166.0,1853.0
Super built-up  Area,2.0,1.0,35.0,2.0,1,3.0,Ready To Move,Other,38.0,861.0
Built-up  Area,3.0,2.0,95.0,3.0,1,38.0,Ready To Move,bannerghatta road,98.6713422818792,1600.0
Built-up  Area,2.0,1.0,62.8,2.0,0,0.0,Ready To Move,Other,94.025,1256.0
Super built-up  Area,2.0,2.0,80.0,3.0,1,2.0,Ready To Move,Other,63.5,1390.0
Super built-up  Area,2.0,2.0,90.0,3.0,1,2.0,Ready To Move,Other,82.28571428571429,1550.0
Plot  Area,6.0,3.0,150.0,11.0,0,0.0,Ready To Move,Other,150.0,1200.0
Built-up  Area,2.0,1.0,49.0,2.0,0,0.0,Ready To Move,hebbal,164.6091304347826,919.0
Plot  Area,3.0,0.0,80.0,3.0,0,0.0,Q2 Possession,margondanahalli,66.2904,1625.0
Super built-up  Area,2.0,2.0,44.0,2.0,1,2.0,Ready To Move,gunjur,100.95761904761905,1195.0
Super built-up  Area,4.0,1.0,600.0,6.0,0,0.0,Ready To Move,domlur,163.77272727272728,2400.0
Super built-up  Area,2.0,1.0,60.0,2.0,1,1.0,Ready To Move,Other,50.79923076923077,1159.0
Super built-up  Area,3.0,1.0,57.46,3.0,1,6.0,Q2 Possession,whitefield,129.65500954198475,1386.0
Super built-up  Area,2.0,1.0,79.0,2.0,1,25.0,Ready To Move,harlur,110.74233766233766,1197.0
Super built-up  Area,4.0,2.0,226.0,4.0,1,3.0,Ready To Move,jigani,74.94698113207548,4303.5
Super built-up  Area,2.0,1.0,50.28,3.0,1,17.0,Q2 Possession,bommasandra,50.35054054054054,1295.0
Built-up  Area,2.0,1.0,37.83,3.0,0,0.0,Q3 Possession,Other,39.8775,1310.0
Super built-up  Area,2.0,1.0,79.28,2.0,1,2.0,Q4 Possession,whitefield,129.65500954198475,1132.0
Built-up  Area,3.0,2.0,400.0,3.0,1,1.0,Ready To Move,Other,259.91999999999996,2350.0
Plot  Area,4.0,2.0,500.0,4.0,0,0.0,Ready To Move,Other,348.55555555555554,2400.0
Super built-up  Area,3.0,2.0,135.0,3.0,1,20.0,Q4 Possession,hebbal,164.6091304347826,1645.0
Super built-up  Area,2.0,1.0,45.84,2.0,0,0.0,Q4 Possession,whitefield,129.65500954198475,1200.0
Plot  Area,4.0,0.0,330.0,4.0,0,0.0,Ready To Move,whitefield,129.65500954198475,3000.0
Super built-up  Area,3.0,2.0,140.0,3.0,1,11.0,Ready To Move,marathahalli,102.42970414201183,1937.0
Super built-up  Area,2.0,2.0,33.5,2.0,1,1.0,Ready To Move,doddathoguru,44.323793103448274,1015.0
Super built-up  Area,2.0,2.0,39.0,2.0,0,0.0,Ready To Move,Other,100.5,1080.0
Super built-up  Area,2.0,2.0,80.99,3.0,1,6.0,Ready To Move,Other,77.83473684210526,1350.0
Super built-up  Area,2.0,2.0,29.0,3.0,1,5.0,Q3 Possession,kengeri satellite town,54.590875000000004,1149.0
Super built-up  Area,2.0,2.0,59.0,2.0,0,0.0,Ready To Move,kothanur,95.790625,1185.0
Super built-up  Area,3.0,1.0,135.0,3.0,0,0.0,Ready To Move,domlur,163.77272727272728,1720.0
Super built-up  Area,3.0,3.0,175.0,3.0,0,0.0,Ready To Move,hebbal,164.6091304347826,2080.0
Plot  Area,3.0,1.0,87.0,3.0,1,2.0,Ready To Move,Other,100.61818181818181,1500.0
Super built-up  Area,3.0,2.0,97.0,3.0,1,13.0,Ready To Move,yelahanka,86.26330952380954,1566.0
Super built-up  Area,3.0,2.0,334.0,3.0,1,26.0,Ready To Move,rajaji nagar,327.69308411214956,2386.0
Plot  Area,4.0,0.0,110.0,4.0,0,0.0,Ready To Move,Other,74.16666666666667,1500.0
Super built-up  Area,2.0,1.0,49.02,2.0,1,4.0,Ready To Move,kr puram,84.62961538461539,1290.0
Built-up  Area,3.0,2.0,72.0,3.0,0,0.0,Q4 Possession,Other,72.0,1531.0
Super built-up  Area,3.0,3.0,165.0,3.0,1,7.0,Ready To Move,Other,144.28571428571428,1839.0
Plot  Area,4.0,1.0,760.0,4.0,0,0.0,Ready To Move,Other,356.0,4200.0
Super built-up  Area,2.0,2.0,40.43,3.0,1,56.0,Q2 Possession,electronic city phase ii,48.68390625,1400.0
Super built-up  Area,2.0,2.0,39.0,2.0,1,14.0,Ready To Move,whitefield,129.65500954198475,1140.0
Super built-up  Area,3.0,0.0,57.76,3.0,1,4.0,Q2 Possession,tumkur road,75.01060606060605,1343.5
Built-up  Area,4.0,0.0,100.0,4.0,0,0.0,Ready To Move,banashankari stage iii,125.9832,2000.0
Built-up  Area,2.0,1.0,46.0,2.0,1,1.0,Ready To Move,kaval byrasandra,61.59090909090909,1100.0
Built-up  Area,2.0,2.0,55.0,2.0,1,1.0,Ready To Move,Other,71.61111111111111,1200.0
Super built-up  Area,3.0,1.0,68.0,3.0,0,0.0,Q2 Possession,Other,121.70555555555555,1618.0
Super built-up  Area,5.0,2.0,160.0,4.0,1,54.0,Q4 Possession,whitefield,129.65500954198475,2830.0
Super built-up  Area,2.0,2.0,74.0,3.0,1,2.0,Ready To Move,uttarahalli,63.26853503184713,1315.0
Super built-up  Area,2.0,1.0,42.75,2.0,1,10.0,Ready To Move,anandapura,57.38,1141.0
Super built-up  Area,2.0,2.0,55.0,2.0,1,1.0,Ready To Move,Other,61.965,1080.0
Super built-up  Area,2.0,2.0,60.0,2.0,1,1.0,Ready To Move,hbr layout,131.3,1200.0
Super built-up  Area,2.0,2.0,41.88,2.0,1,7.0,Ready To Move,varthur,69.75897058823529,1111.0
Super built-up  Area,2.0,1.0,45.9,2.0,0,0.0,Ready To Move,Other,46.62769230769231,1022.0
Super built-up  Area,2.0,2.0,65.0,2.0,1,38.0,Ready To Move,bannerghatta road,98.6713422818792,1275.0
Super built-up  Area,2.0,1.0,70.0,2.0,0,0.0,Ready To Move,Other,300.0,900.0
Super built-up  Area,2.0,3.0,39.2,2.0,0,0.0,Ready To Move,rachenahalli,72.69208333333334,1224.0
Super built-up  Area,2.0,3.0,43.0,2.0,1,2.0,Ready To Move,battarahalli,74.81875000000001,1135.0
Super built-up  Area,2.0,2.0,52.1,2.0,0,0.0,Ready To Move,rachenahalli,72.69208333333334,1050.0
Super built-up  Area,2.0,1.0,130.0,2.0,1,8.0,Q4 Possession,Other,78.38933333333333,1392.0
Super built-up  Area,2.0,2.0,72.0,2.0,1,1.0,Ready To Move,bellandur,92.00365591397849,1050.0
Super built-up  Area,3.0,1.0,103.0,3.0,1,15.0,Q2 Possession,hosa road,70.76757142857143,1513.0
Super built-up  Area,3.0,3.0,72.0,3.0,1,1.0,Ready To Move,gottigere,61.017291666666665,1621.0
Super built-up  Area,2.0,1.0,39.0,2.0,1,1.0,Ready To Move,bannerghatta road,98.6713422818792,892.0
Super built-up  Area,2.0,1.0,40.0,2.0,1,14.0,Ready To Move,whitefield,129.65500954198475,1205.0
Super built-up  Area,3.0,2.0,83.87,3.0,1,13.0,Q4 Possession,hebbal,164.6091304347826,1355.0
Plot  Area,5.0,2.0,300.0,5.0,0,0.0,Ready To Move,Other,285.57142857142856,1250.0
Plot  Area,9.0,2.0,345.0,7.0,0,0.0,Ready To Move,Other,141.25,1650.0
Super built-up  Area,6.0,3.0,70.0,4.0,0,0.0,Ready To Move,Other,70.0,1200.0
Super built-up  Area,2.0,2.0,168.0,2.0,1,3.0,Ready To Move,indira nagar,288.3255813953488,1400.0
Super built-up  Area,2.0,1.0,35.0,2.0,1,7.0,Q4 Possession,kengeri,61.44150684931506,726.0
Plot  Area,3.0,2.0,149.0,3.0,1,4.0,Ready To Move,Other,112.25,1500.0
Super built-up  Area,4.0,2.0,405.0,4.0,0,0.0,Ready To Move,hebbal,164.6091304347826,3895.0
Super built-up  Area,2.0,2.0,41.0,2.0,0,0.0,Q4 Possession,horamavu agara,54.119268292682925,1079.0
Super built-up  Area,2.0,2.0,46.0,2.0,1,1.0,Ready To Move,begur road,59.920405405405404,1170.0
Super built-up  Area,2.0,2.0,39.0,2.0,1,1.0,Ready To Move,doddathoguru,44.323793103448274,1104.0
Super built-up  Area,2.0,1.0,45.0,2.0,1,11.0,Ready To Move,kanakpura road,71.84865461847389,950.0
Built-up  Area,4.0,3.0,390.0,4.0,1,3.0,Ready To Move,hormavu,71.35376712328767,4818.0
Built-up  Area,2.0,1.0,52.0,3.0,1,1.0,Ready To Move,Other,61.339999999999996,1650.0
Super built-up  Area,3.0,2.0,127.0,3.0,1,3.0,Q2 Possession,kogilu,103.532,1559.0
Built-up  Area,2.0,1.0,38.0,2.0,1,1.0,Ready To Move,Other,38.0,1100.0
Super built-up  Area,3.0,3.0,150.0,3.0,1,1.0,Ready To Move,Other,346.7433333333333,1750.0
Super built-up  Area,2.0,1.0,45.5,2.0,1,23.0,Q3 Possession,ramagondanahalli,133.16574468085108,1215.0
Super built-up  Area,3.0,1.0,135.0,3.0,1,19.0,Q1 Possession,talaghattapura,102.27194444444444,1868.0
Built-up  Area,2.0,1.0,32.63,2.0,0,0.0,Q4 Possession,electronic city,55.482145328719724,1130.0
Super built-up  Area,3.0,1.0,98.0,3.0,0,0.0,Ready To Move,sarjapur  road,120.91663588390502,1691.0
Built-up  Area,3.0,1.0,350.0,5.0,0,0.0,Ready To Move,ardendale,130.66304347826087,4355.0
Super built-up  Area,2.0,2.0,55.0,2.0,1,1.0,Q4 Possession,hulimavu,85.91884615384615,1225.0
Super built-up  Area,3.0,2.0,112.0,3.0,0,0.0,Ready To Move,jp nagar,126.43739436619718,1690.0
Super built-up  Area,3.0,1.0,125.0,4.0,1,2.0,Ready To Move,Other,127.96875,1896.0
Super built-up  Area,1.0,1.0,40.0,1.0,1,13.0,Q3 Possession,sonnenahalli,54.31340909090909,605.0
Plot  Area,5.0,2.0,95.0,5.0,0,0.0,Ready To Move,begur road,59.920405405405404,800.0
Super built-up  Area,2.0,2.0,32.5,2.0,1,1.0,Ready To Move,electronic city phase ii,48.68390625,900.0
Plot  Area,2.0,0.0,50.0,1.0,0,0.0,Ready To Move,Other,236.42857142857142,750.0
Plot  Area,3.0,1.0,62.0,3.0,0,0.0,Ready To Move,hoodi,91.65022727272728,780.0
Super built-up  Area,2.0,1.0,26.0,2.0,0,0.0,Ready To Move,ananth nagar,34.392758620689655,908.0
Built-up  Area,6.0,0.0,143.0,4.0,1,5.0,Q2 Possession,sarjapur  road,120.91663588390502,3416.5
Super built-up  Area,4.0,1.0,226.0,4.0,1,36.0,Ready To Move,thanisandra,82.59086206896552,3216.0
Plot  Area,4.0,1.0,225.0,5.0,0,0.0,Ready To Move,Other,133.0,2400.0
Built-up  Area,2.0,2.0,68.0,2.0,0,0.0,Ready To Move,iblur village,227.3913043478261,1400.0
Super built-up  Area,2.0,2.0,74.0,2.0,1,7.0,Ready To Move,hulimavu,85.91884615384615,1255.0
Built-up  Area,2.0,1.0,100.0,3.0,1,52.0,Ready To Move,electronic city,55.482145328719724,1500.0
Super built-up  Area,2.0,2.0,72.0,2.0,1,51.0,Q1 Possession,thanisandra,82.59086206896552,1296.0
Super built-up  Area,2.0,3.0,38.0,2.0,0,0.0,Ready To Move,horamavu banaswadi,67.32,925.0
Built-up  Area,2.0,2.0,42.0,2.0,1,2.0,Ready To Move,raja rajeshwari nagar,66.0819496855346,1023.0
